643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
643,483
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
709,410
747,395
747,395
747,395
747,395
747,395
747,395
747,395
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
701,402
699,448
699,448
699,448
699,448
699,448
699,448
701,407
666,380
666,380
666,380
666,380
666,380
666,380
666,380
666,380
666,380
678,385
678,385
678,385
678,385
678,385
678,385
678,385
678,385
678,385
678,385
678,385
678,385
678,385
730,436
730,436
730,436
730,436
730,436
730,436
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,437
711,473
711,473
711,473
711,473
711,473
711,473
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
709,419
726,391
726,391
726,391
726,391
726,391
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
711,379
763,349
763,349
763,349
763,349
763,349
763,349
763,349
763,349
763,349
752,358
752,358
752,358
752,358
752,358
752,358
752,358
766,378
752,394
752,394
752,394
752,394
752,394
752,394
752,394
691,438
691,438
691,438
691,438
691,438
691,438
691,438
692,416
692,416
692,416
692,416
692,416
692,416
665,418
665,418
665,418
665,418
665,418
665,418
702,441
702,441
702,441
702,441
702,441
702,441
702,441
678,441
678,441
678,441
678,441
678,441
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
697,394
698,457
698,457
698,457
698,457
698,457
698,457
698,457
698,457
698,457
698,457
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
713,414
644,381
644,381
644,381
644,381
644,381
644,381
644,381
644,381
644,381
644,381
644,381
644,381
644,381
644,381
689,362
689,362
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
685,370
737,368
737,368
737,368
737,368
737,368
737,368
737,368
737,368
708,408
708,408
708,408
708,408
708,408
708,408
708,408
721,370
721,370
721,370
721,370
721,370
721,370
721,370
721,370
747,378
747,378
747,378
747,378
747,378
747,378
747,378
747,378
747,378
747,378
747,378
714,372
714,372
714,372
714,372
714,372
714,372
714,372
714,372
714,372
714,372
714,372
714,372
714,372
714,372
714,372
742,417
742,417
742,417
742,417
742,417
742,417
742,417
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
698,413
691,447
691,447
691,447
691,447
691,447
691,447
691,447
691,447
691,447
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
698,404
736,432
736,432
736,432
736,432
736,432
736,432
718,424
718,424
718,424
718,424
718,424
718,424
718,424
718,424
718,424
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
726,391
770,424
770,424
770,424
770,424
770,424
770,424
770,424
770,424
770,424
770,424
738,404
738,404
738,404
738,404
738,404
738,404
738,404
738,404
738,404
738,404
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
713,397
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
686,420
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
684,480
723,478
723,478
723,478
723,478
723,478
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
715,480
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
713,436
733,418
733,418
733,418
733,418
733,418
733,418
733,418
733,418
708,391
708,391
708,391
708,391
708,391
682,397
682,397
682,397
682,397
682,397
682,397
682,397
682,397
682,397
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
694,381
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
650,446
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
773,434
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
737,362
621,416
621,416
621,416
621,416
621,416
621,416
